Freq,Input,Output (word/lemma),"human
checked",Alt,Ordered,Auto ,conflict,L pinky,L ring,L middle,L index,LT1,LT2,RT1,RT2,R index,R middle,R ring ,R pinky,1st,2nd,3rd,,,,,,,,,,,,,,,,,
727,o+r+c+s,score,FALSE,,,orcs,1,,,o,r,c,,,,,,s,,s,c,o,,o,r,c,s,,,,,+,,,,,,Keep,score
728,i+c+t+s,statistics,FALSE,,,icts,0,,,i,,c,,,,t,,s,,s,t,a,,i,c,t,s,,,,,+,,,,,,Keep,statistics
729,i+e+c+t+l,client,FALSE,,,iectl,1,,,i,e,c,,,,t,l,,,c,l,i,,i,e,c,t,l,,,,+,,,,,,Keep,client
730,u+r+t+n+s,returns,FALSE,,,urtns,0,,u,,r,,,,,t,n,s,,r,e,t,,u,r,t,n,s,,,,+,,,,,,Keep,returns
731,i+c+p+a+l,capital,FALSE,,,icpal,1,,,i,,c,,p,,a,l,,,c,a,p,,i,c,p,a,l,,,,+,,,,,,Keep,capital
732,o+w+f+l,follow,FALSE,,,owfl,0,,,o,,,w,f,,,l,,,f,o,l,,o,w,f,l,,,,,+,,,,,,Keep,follow
733,e+m+p+a+l+s,sample,FALSE,,,empals,0,,,,e,m,,p,,a,l,s,,s,a,m,,e,m,p,a,l,s,,,+,,,,,,Keep,sample
734,i+e+v+t+n+s,investment,FALSE,,,ievtns,0,,,i,e,v,,,,t,n,s,,i,n,v,,i,e,v,t,n,s,,,+,,,,,,Keep,investment
735,o+w+h+n+s,shown,FALSE,,,owhns,0,,,o,,,w,h,,,n,s,,s,h,o,,o,w,h,n,s,,,,+,,,,,,Keep,shown
736,u+r+d+a+s,saturday,FALSE,,,urdas,0,,u,,r,,,d,,a,,s,,s,a,t,,u,r,d,a,s,,,,+,,,,,,Keep,saturday
737,i+r+c+h+a+s,christmas,FALSE,,,irchas,1,,,i,r,c,,h,,a,,s,,c,h,r,,i,r,c,h,a,s,,,+,,,,,,Keep,christmas
738,e+g+d+a+n,england,FALSE,,,egdan,0,,,,e,,g,d,,a,n,,,e,n,g,,e,g,d,a,n,,,,+,,,,,,Keep,england
739,u+r+c+t+l,culture,FALSE,,,urctl,0,,u,,r,c,,,,t,l,,,c,u,l,,u,r,c,t,l,,,,+,,,,,,Keep,culture
740,f+a+l+s,flash,FALSE,,,fals,0,,,,,,,f,,a,l,s,,f,l,a,,f,a,l,s,,,,,+,,,,,,Keep,flash
741,o+e+g,george,FALSE,,,oeg,0,,,o,e,,g,,,,,,,g,e,o,,o,e,g,,,,,,+,,,,,,Keep,george
742,o+e+c+h,choice,FALSE,,,oech,0,,,o,e,c,,h,,,,,,c,h,o,,o,e,c,h,,,,,+,,,,,,Keep,choice
743,i+r+g+t+n+s,starting,FALSE,,,irgtns,0,,,i,r,,g,,,t,n,s,,s,t,a,,i,r,g,t,n,s,,,+,,,,,,Keep,starting
744,i+r+g+a+n+s,registration,FALSE,,,irgans,0,,,i,r,,g,,,a,n,s,,r,e,g,,i,r,g,a,n,s,,,+,,,,,,Keep,registration
745,u+r+h+t+y,thursday,FALSE,,,urhty,0,,u,,r,,,h,,t,,y,,t,h,u,,u,r,h,t,y,,,,+,,,,,,Keep,thursday
746,u+o+r+c+s,courses,FALSE,,,uorcs,4,,u,o,r,c,,,,,,s,,c,o,u,,u,o,r,c,s,,,,+,,,,,,Keep,courses
747,u+o+r+c+n+s,consumer,FALSE,,,uorcns,0,,u,o,r,c,,,,,n,s,,c,o,n,,u,o,r,c,n,s,,,+,,,,,,Keep,consumer
748,i+r+p+a,airport,FALSE,,,irpa,1,,,i,r,,,p,,a,,,,a,i,r,,i,r,p,a,,,,,+,,,,,,Keep,airport
749,o+r+g+f+n,foreign,FALSE,,,orgfn,0,,,o,r,,g,f,,,n,,,f,o,r,,o,r,g,f,n,,,,+,,,,,,Keep,foreign
750,i+r+a+s,artist,FALSE,,,iras,0,,,i,r,,,,,a,,s,,a,r,t,,i,r,a,s,,,,,+,,,,,,Keep,artist
751,u+o+e+d+t+s,outside,FALSE,,,uoedts,0,,u,o,e,,,d,,t,,s,,o,u,t,,u,o,e,d,t,s,,,+,,,,,,Keep,outside
752,u+i+r+f+t+n,furniture,FALSE,,,uirftn,0,,u,i,r,,,f,,t,n,,,f,u,r,,u,i,r,f,t,n,,,+,,,,,,Keep,furniture
753,e+v+l+s,levels,FALSE,,,evls,0,,,,e,v,,,,,l,s,,l,e,v,,e,v,l,s,,,,,+,,,,,,Keep,levels
754,e+c+h+a+l,channel,FALSE,,,echal,0,,,,e,c,,h,,a,l,,,c,h,a,,e,c,h,a,l,,,,+,,,,,,Keep,channel
755,e+t+l,letter,FALSE,,,etl,0,,,,e,,,,,t,l,,,l,e,t,,e,t,l,,,,,,+,,,,,,Keep,letter
756,o+e+p+n+s,phones,FALSE,,,oepns,1,,,o,e,,,p,,,n,s,,p,h,o,,o,e,p,n,s,,,,+,,,,,,Keep,phones
757,i+e+d+a+s,ideas,FALSE,,,iedas,0,,,i,e,,,d,,a,,s,,i,d,e,,i,e,d,a,s,,,,+,,,,,,Keep,ideas
758,e+w+d+a+n+y,wednesday,FALSE,,,ewdany,0,,,,e,,w,d,,a,n,y,,w,e,d,,e,w,d,a,n,y,,,+,,,,,,Keep,wednesday
759,u+r+c+t+s,structure,FALSE,,,urcts,0,,u,,r,c,,,,t,,s,,s,t,r,,u,r,c,t,s,,,,+,,,,,,Keep,structure
760,u+r+m+s,summer,FALSE,,,urms,0,,u,,r,m,,,,,,s,,s,u,m,,u,r,m,s,,,,,+,,,,,,Keep,summer
761,o+w+a+l,allow,FALSE,,,owal,0,,,o,,,w,,,a,l,,,a,l,l,,o,w,a,l,,,,,+,,,,,,Keep,allow
762,e+g+d,degree,FALSE,,,egd,0,,,,e,,g,d,,,,,,d,e,g,,e,g,d,,,,,,+,,,,,,Keep,degree
763,o+r+c+a+n,contract,FALSE,,,orcan,0,,,o,r,c,,,,a,n,,,c,o,n,,o,r,c,a,n,,,,+,,,,,,Keep,contract
764,u+o+b+t+n,button,FALSE,,,uobtn,0,,u,o,,,,,b,t,n,,,b,u,t,,u,o,b,t,n,,,,+,,,,,,Keep,button
765,r+a+l+s,releases,FALSE,,,rals,1,,,,r,,,,,a,l,s,,r,e,l,,r,a,l,s,,,,,+,,,,,,Keep,releases
766,o+e+m+h+s,homes,FALSE,,,oemhs,0,,,o,e,m,,h,,,,s,,h,o,m,,o,e,m,h,s,,,,+,,,,,,Keep,homes
767,u+r+p+s,super,FALSE,,,urps,0,,u,,r,,,p,,,,s,,s,u,p,,u,r,p,s,,,,,+,,,,,,Keep,super
768,r+m+a,matter,FALSE,,,rma,1,,,,r,m,,,,a,,,,m,a,t,,r,m,a,,,,,,+,,,,,,Keep,matter
769,u+o+c+t+s,custom,FALSE,,,uocts,0,,u,o,,c,,,,t,,s,,c,u,s,,u,o,c,t,s,,,,+,,,,,,Keep,custom
770,i+r+v+g+a+n,virginia,FALSE,,,irvgan,0,,,i,r,v,g,,,a,n,,,v,i,r,,i,r,v,g,a,n,,,+,,,,,,Keep,virginia
771,o+m+a+l+s,almost,FALSE,,,omals,0,,,o,,m,,,,a,l,s,,a,l,m,,o,m,a,l,s,,,,+,,,,,,Keep,almost
772,o+e+c+d+a+l,located,FALSE,,,oecdal,0,,,o,e,c,,d,,a,l,,,l,o,c,,o,e,c,d,a,l,,,+,,,,,,Keep,located
773,u+i+e+m+p+t+l,multiple,FALSE,,,uiemptl,0,,u,i,e,m,,p,,t,l,,,m,u,l,,u,i,e,m,p,t,l,,+,,,,,,Keep,multiple
774,i+a+n+s,asian,FALSE,,,ians,0,,,i,,,,,,a,n,s,,a,s,i,,i,a,n,s,,,,,+,,,,,,Keep,asian
775,u+i+r+d+b+t+n+s,distribution,FALSE,,,uirdbtns,0,,u,i,r,,,d,b,t,n,s,,d,i,s,,u,i,r,d,b,t,n,s,+,,,,,,Keep,distribution
776,i+e+d+t,editor,FALSE,,,iedt,0,,,i,e,,,d,,t,,,,e,d,i,,i,e,d,t,,,,,+,,,,,,Keep,editor
777,u+i+r+d+a+n+s,industrial,FALSE,,,uirdans,0,,u,i,r,,,d,,a,n,s,,i,n,d,,u,i,r,d,a,n,s,,+,,,,,,Keep,industrial
778,u+e+c+a+s,cause,FALSE,,,uecas,0,,u,,e,c,,,,a,,s,,c,a,u,,u,e,c,a,s,,,,+,,,,,,Keep,cause
779,o+e+p+t+l,potential,FALSE,,,oeptl,0,,,o,e,,,p,,t,l,,,p,o,t,,o,e,p,t,l,,,,+,,,,,,Keep,potential
780,u+o+c+f+s,focus,FALSE,,,uocfs,0,,u,o,,c,,f,,,,s,,f,o,c,,u,o,c,f,s,,,,+,,,,,,Keep,focus
781,u+e+f+a,featured,FALSE,,,uefa,0,,u,,e,,,f,,a,,,,f,e,a,,u,e,f,a,,,,,+,,,,,,Keep,featured
782,o+r+m+s,rooms,FALSE,,,orms,0,,,o,r,m,,,,,,s,,r,o,o,,o,r,m,s,,,,,+,,,,,,Keep,rooms
783,e+m+f+a+l,female,FALSE,,,emfal,0,,,,e,m,,f,,a,l,,,f,e,m,,e,m,f,a,l,,,,+,,,,,,Keep,female
784,i+r+p+b+l+s,responsible,FALSE,,,irpbls,0,,,i,r,,,p,b,,l,s,,r,e,s,,i,r,p,b,l,s,,,+,,,,,,Keep,responsible
785,u+o+c+a+n+s,communications,FALSE,,,uocans,0,,u,o,,c,,,,a,n,s,,c,o,m,,u,o,c,a,n,s,,,+,,,,,,Keep,communications
786,i+e+c+d+a+s,associated,FALSE,,,iecdas,0,,,i,e,c,,d,,a,,s,,a,s,s,,i,e,c,d,a,s,,,+,,,,,,Keep,associated
787,o+m+h+t+s,thomas,FALSE,,,omhts,0,,,o,,m,,h,,t,,s,,t,h,o,,o,m,h,t,s,,,,+,,,,,,Keep,thomas
788,i+r+m+p+a+y,primary,FALSE,,,irmpay,0,,,i,r,m,,p,,a,,y,,p,r,i,,i,r,m,p,a,y,,,+,,,,,,Keep,primary
789,r+c+a+n,cancer,FALSE,,,rcan,0,,,,r,c,,,,a,n,,,c,a,n,,r,c,a,n,,,,,+,,,,,,Keep,cancer
790,u+r+m+b+n+s,numbers,FALSE,,,urmbns,0,,u,,r,m,,,b,,n,s,,n,u,m,,u,r,m,b,n,s,,,+,,,,,,Keep,numbers
791,o+r+a+n+s,reason,FALSE,,,orans,0,,,o,r,,,,,a,n,s,,r,e,a,,o,r,a,n,s,,,,+,,,,,,Keep,reason
793,i+r+g+p+n+s,spring,FALSE,,,irgpns,0,,,i,r,,g,p,,,n,s,,s,p,r,,i,r,g,p,n,s,,,+,,,,,,Keep,spring
794,u+o+f+a+n,foundation,FALSE,,,uofan,0,,u,o,,,,f,,a,n,,,f,o,u,,u,o,f,a,n,,,,+,,,,,,Keep,foundation
795,r+w+a+n+s,answer,FALSE,,,rwans,0,,,,r,,w,,,a,n,s,,a,n,s,,r,w,a,n,s,,,,+,,,,,,Keep,answer
796,o+e+v,voice,FALSE,,,oev,0,,,o,e,v,,,,,,,,v,o,i,,o,e,v,,,,,,+,,,,,,Keep,voice
797,i+r+f+l+y,friendly,FALSE,,,irfly,0,,,i,r,,,f,,,l,y,,f,r,i,,i,r,f,l,y,,,,+,,,,,,Keep,friendly
798,u+e+c+h+l+s,schedule,FALSE,,,uechls,0,,u,,e,c,,h,,,l,s,,s,c,h,,u,e,c,h,l,s,,,+,,,,,,Keep,schedule
799,u+o+e+c+d+t+n+s,documents,FALSE,,,uoecdtns,0,,u,o,e,c,,d,,t,n,s,,d,o,c,,u,o,e,c,d,t,n,s,+,,,,,,Keep,documents
800,u+o+c+a+n,communication,FALSE,,,uocan,1,,u,o,,c,,,,a,n,,,c,o,m,,u,o,c,a,n,,,,+,,,,,,Keep,communication
801,u+o+r+p+s,purpose,FALSE,,,uorps,0,,u,o,r,,,p,,,,s,,p,u,r,,u,o,r,p,s,,,,+,,,,,,Keep,purpose
802,u+e+f+a,feature,FALSE,,,uefa,1,,u,,e,,,f,,a,,,,f,e,a,,u,e,f,a,,,,,+,,,,,,Keep,feature
803,o+e+c+s,comes,FALSE,,,oecs,0,,,o,e,c,,,,,,s,,c,o,m,,o,e,c,s,,,,,+,,,,,,Keep,comes
804,o+e+c+p+l,police,FALSE,,,oecpl,0,,,o,e,c,,p,,,l,,,p,o,l,,o,e,c,p,l,,,,+,,,,,,Keep,police
805,o+e+v+n+y,everyone,FALSE,,,oevny,0,,,o,e,v,,,,,n,y,,e,v,e,,o,e,v,n,y,,,,+,,,,,,Keep,everyone
806,i+e+d+t+n,independent,FALSE,,,iedtn,1,,,i,e,,,d,,t,n,,,i,n,d,,i,e,d,t,n,,,,+,,,,,,Keep,independent
807,o+r+c+p+a,approach,FALSE,,,orcpa,2,,,o,r,c,,p,,a,,,,a,p,p,,o,r,c,p,a,,,,+,,,,,,Keep,approach
808,r+c+a+s,cameras,FALSE,,,rcas,0,,,,r,c,,,,a,,s,,c,a,m,,r,c,a,s,,,,,+,,,,,,Keep,cameras
809,o+r+w+b+n,brown,FALSE,,,orwbn,0,,,o,r,,w,,b,,n,,,b,r,o,,o,r,w,b,n,,,,+,,,,,,Keep,brown
810,i+c+p+a+l+y,physical,FALSE,,,icpaly,0,,,i,,c,,p,,a,l,y,,p,h,y,,i,c,p,a,l,y,,,+,,,,,,Keep,physical
811,o+e+g+p+a+n,operating,FALSE,,,oegpan,0,,,o,e,,g,p,,a,n,,,o,p,e,,o,e,g,p,a,n,,,+,,,,,,Keep,operating
812,i+e+m+d+n,medicine,FALSE,,,iemdn,0,,,i,e,m,,d,,,n,,,m,e,d,,i,e,m,d,n,,,,+,,,,,,Keep,medicine
814,i+c+g+h+a,chicago,FALSE,,,icgha,0,,,i,,c,g,h,,a,,,,c,h,i,,i,c,g,h,a,,,,+,,,,,,Keep,chicago
815,o+r+m+f+s,forms,FALSE,,,ormfs,0,,,o,r,m,,f,,,,s,,f,o,r,,o,r,m,f,s,,,,+,,,,,,Keep,forms
816,g+a+l+s,glass,FALSE,,,gals,0,,,,,,g,,,a,l,s,,g,l,a,,g,a,l,s,,,,,+,,,,,,Keep,glass
817,h+a+y,happy,FALSE,,,hay,0,,,,,,,h,,a,,y,,h,a,p,,h,a,y,,,,,,+,,,,,,Keep,happy
818,i+m+h+t+s,smith,FALSE,,,imhts,0,,,i,,m,,h,,t,,s,,s,m,i,,i,m,h,t,s,,,,+,,,,,,Keep,smith
819,e+w+d+a+n,wanted,FALSE,,,ewdan,0,,,,e,,w,d,,a,n,,,w,a,n,,e,w,d,a,n,,,,+,,,,,,Keep,wanted
820,o+e+v+d+l,developed,FALSE,,,oevdl,0,,,o,e,v,,d,,,l,,,d,e,v,,o,e,v,d,l,,,,+,,,,,,Keep,developed
822,k+h+t+n,thank,FALSE,,,khtn,0,,,,,k,,h,,t,n,,,t,h,a,,k,h,t,n,,,,,+,,,,,,Keep,thank
823,u+i+e+q+n,unique,FALSE,,,uieqn,0,,u,i,e,,,,q,,n,,,u,n,i,,u,i,e,q,n,,,,+,,,,,,Keep,unique
825,u+r+v+s,survey,FALSE,,,urvs,0,,u,,r,v,,,,,,s,,s,u,r,,u,r,v,s,,,,,+,,,,,,Keep,survey
826,i+r+p,prior,FALSE,,,irp,0,,,i,r,,,p,,,,,,p,r,i,,i,r,p,,,,,,+,,,,,,Keep,prior
827,o+e+p+t+l,telephone,FALSE,,,oeptl,1,,,o,e,,,p,,t,l,,,t,e,l,,o,e,p,t,l,,,,+,,,,,,Keep,telephone
828,o+r+p+t+s,sport,FALSE,,,orpts,1,,,o,r,,,p,,t,,s,,s,p,o,,o,r,p,t,s,,,,+,,,,,,Keep,sport
829,r+d+a+y,ready,FALSE,,,rday,0,,,,r,,,d,,a,,y,,r,e,a,,r,d,a,y,,,,,+,,,,,,Keep,ready
830,i+m+a+n,animal,FALSE,,,iman,0,,,i,,m,,,,a,n,,,a,n,i,,i,m,a,n,,,,,+,,,,,,Keep,animal
832,i+e+m+x,mexico,FALSE,,,iemx,0,,,i,e,m,,,x,,,,,m,e,x,,i,e,m,x,,,,,+,,,,,,Keep,mexico
833,u+o+p+a+l,population,FALSE,,,uopal,0,,u,o,,,,p,,a,l,,,p,o,p,,u,o,p,a,l,,,,+,,,,,,Keep,population
834,u+r+g+a+l,regular,FALSE,,,urgal,0,,u,,r,,g,,,a,l,,,r,e,g,,u,r,g,a,l,,,,+,,,,,,Keep,regular
835,u+e+c+s,secure,FALSE,,,uecs,0,,u,,e,c,,,,,,s,,s,e,c,,u,e,c,s,,,,,+,,,,,,Keep,secure
836,i+v+g+a+n,navigation,FALSE,,,ivgan,0,,,i,,v,g,,,a,n,,,n,a,v,,i,v,g,a,n,,,,+,,,,,,Keep,navigation
837,o+e+p+a+n+s,operations,FALSE,,,oepans,0,,,o,e,,,p,,a,n,s,,o,p,e,,o,e,p,a,n,s,,,+,,,,,,Keep,operations
838,o+e+h+t,therefore,FALSE,,,oeht,0,,,o,e,,,h,,t,,,,t,h,e,,o,e,h,t,,,,,+,,,,,,Keep,therefore
839,i+m+p+l+s,simply,FALSE,,,impls,0,,,i,,m,,p,,,l,s,,s,i,m,,i,m,p,l,s,,,,+,,,,,,Keep,simply
840,i+e+v+d+n,evidence,FALSE,,,ievdn,0,,,i,e,v,,d,,,n,,,e,v,i,,i,e,v,d,n,,,,+,,,,,,Keep,evidence
840,i+t+n+s,station,FALSE,,,itns,0,,,i,,,,,,t,n,s,,s,t,a,,i,t,n,s,,,,,+,,,,,,Keep,station
841,i+r+c+h+a+n+s,christian,FALSE,,,irchans,0,,,i,r,c,,h,,a,n,s,,c,h,r,,i,r,c,h,a,n,s,,+,,,,,,Keep,christian
842,u+o+r+d+n,round,FALSE,,,uordn,0,,u,o,r,,,d,,,n,,,r,o,u,,u,o,r,d,n,,,,+,,,,,,Keep,round
843,p+a+l+y,paypal,FALSE,,,paly,1,,,,,,,p,,a,l,y,,p,a,y,,p,a,l,y,,,,,+,,,,,,Keep,paypal
844,i+r+v+f+a,favorite,FALSE,,,irvfa,0,,,i,r,v,,f,,a,,,,f,a,v,,i,r,v,f,a,,,,+,,,,,,Keep,favorite
845,u+r+d+a+n+s,understand,FALSE,,,urdans,0,,u,,r,,,d,,a,n,s,,u,n,d,,u,r,d,a,n,s,,,+,,,,,,Keep,understand
846,o+p+t+n,option,FALSE,,,optn,1,,,o,,,,p,,t,n,,,o,p,t,,o,p,t,n,,,,,+,,,,,,Keep,option
847,r+m+a+s,master,FALSE,,,rmas,0,,,,r,m,,,,a,,s,,m,a,s,,r,m,a,s,,,,,+,,,,,,Keep,master
848,e+v+a+l+y,valley,FALSE,,,evaly,0,,,,e,v,,,,a,l,y,,v,a,l,,e,v,a,l,y,,,,+,,,,,,Keep,valley
850,r+c+t+l+y,recently,FALSE,,,rctly,0,,,,r,c,,,,t,l,y,,r,e,c,,r,c,t,l,y,,,,+,,,,,,Keep,recently
851,o+r+p+b+a+l+y,probably,FALSE,,,orpbaly,0,,,o,r,,,p,b,a,l,y,,p,r,o,,o,r,p,b,a,l,y,,+,,,,,,Keep,probably
852,r+a+n+s,rentals,FALSE,,,rans,0,,,,r,,,,,a,n,s,,r,e,n,,r,a,n,s,,,,,+,,,,,,Keep,rentals
853,u+i+b+t+l,built,FALSE,,,uibtl,0,,u,i,,,,,b,t,l,,,b,u,i,,u,i,b,t,l,,,,+,,,,,,Keep,built
854,u+i+c+p+b+a+l+s,publications,FALSE,,,uicpbals,0,,u,i,,c,,p,b,a,l,s,,p,u,b,,u,i,c,p,b,a,l,s,+,,,,,,Keep,publications
855,o+d+b+l,blood,FALSE,,,odbl,0,,,o,,,,d,b,,l,,,b,l,o,,o,d,b,l,,,,,+,,,,,,Keep,blood
856,o+r+w+d+l,worldwide,FALSE,,,orwdl,1,,,o,r,,w,d,,,l,,,w,o,r,,o,r,w,d,l,,,,+,,,,,,Keep,worldwide
857,i+r+m+p,improve,FALSE,,,irmp,0,,,i,r,m,,p,,,,,,i,m,p,,i,r,m,p,,,,,+,,,,,,Keep,improve
858,o+e+c+t+n,connection,FALSE,,,oectn,3,,,o,e,c,,,,t,n,,,c,o,n,,o,e,c,t,n,,,,+,,,,,,Keep,connection
859,u+i+r+p+b+l+s,publisher,FALSE,,,uirpbls,0,,u,i,r,,,p,b,,l,s,,p,u,b,,u,i,r,p,b,l,s,,+,,,,,,Keep,publisher
860,r+g+a+l,larger,FALSE,,,rgal,1,,,,r,,g,,,a,l,,,l,a,r,,r,g,a,l,,,,,+,,,,,,Keep,larger
862,e+h+a,earth,FALSE,,,eha,1,,,,e,,,h,,a,,,,e,a,r,,e,h,a,,,,,,+,,,,,,Keep,earth
863,r+p+a+n+s,parents,FALSE,,,rpans,0,,,,r,,,p,,a,n,s,,p,a,r,,r,p,a,n,s,,,,+,,,,,,Keep,parents
864,o+k+a+n,nokia,FALSE,,,okan,0,,,o,,k,,,,a,n,,,n,o,k,,o,k,a,n,,,,,+,,,,,,Keep,nokia
865,i+m+p+a,impact,FALSE,,,impa,0,,,i,,m,,p,,a,,,,i,m,p,,i,m,p,a,,,,,+,,,,,,Keep,impact
866,r+f+t+n+s,transfer,FALSE,,,rftns,0,,,,r,,,f,,t,n,s,,t,r,a,,r,f,t,n,s,,,,+,,,,,,Keep,transfer
867,u+i+r+c+d+t+n,introduction,FALSE,,,uircdtn,0,,u,i,r,c,,d,,t,n,,,i,n,t,,u,i,r,c,d,t,n,,+,,,,,,Keep,introduction
868,i+e+k+h+t+n,kitchen,FALSE,,,iekhtn,0,,,i,e,k,,h,,t,n,,,k,i,t,,i,e,k,h,t,n,,,+,,,,,,Keep,kitchen
869,o+r+g+t+n+s,strong,FALSE,,,orgtns,0,,,o,r,,g,,,t,n,s,,s,t,r,,o,r,g,t,n,s,,,+,,,,,,Keep,strong
870,i+r+c+a+l,carolina,FALSE,,,ircal,1,,,i,r,c,,,,a,l,,,c,a,r,,i,r,c,a,l,,,,+,,,,,,Keep,carolina
871,i+e+w+d+n,wedding,FALSE,,,iewdn,0,,,i,e,,w,d,,,n,,,w,e,d,,i,e,w,d,n,,,,+,,,,,,Keep,wedding
873,o+h+a+l+s,hospital,FALSE,,,ohals,0,,,o,,,,h,,a,l,s,,h,o,s,,o,h,a,l,s,,,,+,,,,,,Keep,hospital
874,u+o+r+g+d+n,ground,FALSE,,,uorgdn,0,,u,o,r,,g,d,,,n,,,g,r,o,,u,o,r,g,d,n,,,+,,,,,,Keep,ground
875,o+e+v+w,overview,FALSE,,,oevw,0,,,o,e,v,w,,,,,,,o,v,e,,o,e,v,w,,,,,+,,,,,,Keep,overview
876,i+c+d+a+n,accommodation,FALSE,,,icdan,0,,,i,,c,,d,,a,n,,,a,c,c,,i,c,d,a,n,,,,+,,,,,,Keep,accommodation
877,o+r+w+n+s,owners,FALSE,,,orwns,0,,,o,r,,w,,,,n,s,,o,w,n,,o,r,w,n,s,,,,+,,,,,,Keep,owners
878,i+e+d+a+s,disease,FALSE,,,iedas,1,,,i,e,,,d,,a,,s,,d,i,s,,i,e,d,a,s,,,,+,,,,,,Keep,disease
879,e+c+x+t+l,excellent,FALSE,,,ecxtl,0,,,,e,c,,,x,t,l,,,e,x,c,,e,c,x,t,l,,,,+,,,,,,Keep,excellent
880,i+t+l+y,italy,FALSE,,,itly,0,,,i,,,,,,t,l,y,,i,t,a,,i,t,l,y,,,,,+,,,,,,Keep,italy
881,e+c+p+t,perfect,FALSE,,,ecpt,0,,,,e,c,,p,,t,,,,p,e,r,,e,c,p,t,,,,,+,,,,,,Keep,perfect
882,u+o+r+p+t+n+y,opportunity,FALSE,,,uorptny,0,,u,o,r,,,p,,t,n,y,,o,p,p,,u,o,r,p,t,n,y,,+,,,,,,Keep,opportunity
883,i+c+a+l+s,classic,FALSE,,,icals,0,,,i,,c,,,,a,l,s,,c,l,a,,i,c,a,l,s,,,,+,,,,,,Keep,classic
884,i+b+a+s,basis,FALSE,,,ibas,0,,,i,,,,,b,a,,s,,b,a,s,,i,b,a,s,,,,,+,,,,,,Keep,basis
885,o+c+d+a+n,command,FALSE,,,ocdan,0,,,o,,c,,d,,a,n,,,c,o,m,,o,c,d,a,n,,,,+,,,,,,Keep,command
886,i+e+c+t+s,cities,FALSE,,,iects,1,,,i,e,c,,,,t,,s,,c,i,t,,i,e,c,t,s,,,,+,,,,,,Keep,cities
887,i+m+w+a+l,william,FALSE,,,imwal,0,,,i,,m,w,,,a,l,,,w,i,l,,i,m,w,a,l,,,,+,,,,,,Keep,william
888,e+p+x+s,express,FALSE,,,epxs,0,,,,e,,,p,x,,,s,,e,x,p,,e,p,x,s,,,,,+,,,,,,Keep,express
889,r+w+d+a,award,FALSE,,,rwda,0,,,,r,,w,d,,a,,,,a,w,a,,r,w,d,a,,,,,+,,,,,,Keep,award
890,i+e+c+d+a+n+s,distance,FALSE,,,iecdans,0,,,i,e,c,,d,,a,n,s,,d,i,s,,i,e,c,d,a,n,s,,+,,,,,,Keep,distance
891,e+p+t,peter,FALSE,,,ept,0,,,,e,,,p,,t,,,,p,e,t,,e,p,t,,,,,,+,,,,,,Keep,peter
892,e+m+a+n+s,assessment,FALSE,,,emans,2,,,,e,m,,,,a,n,s,,a,s,s,,e,m,a,n,s,,,,+,,,,,,Keep,assessment
893,u+e+n+s,ensure,FALSE,,,uens,0,,u,,e,,,,,,n,s,,e,n,s,,u,e,n,s,,,,,+,,,,,,Keep,ensure
895,e+x+t,extra,FALSE,,,ext,0,,,,e,,,,x,t,,,,e,x,t,,e,x,t,,,,,,+,,,,,,Keep,extra
896,i+e+c+p+a+l+s,especially,FALSE,,,iecpals,1,,,i,e,c,,p,,a,l,s,,e,s,p,,i,e,c,p,a,l,s,,+,,,,,,Keep,especially
897,i+r+c+f+t+n,interface,FALSE,,,ircftn,0,,,i,r,c,,f,,t,n,,,i,n,t,,i,r,c,f,t,n,,,+,,,,,,Keep,interface
898,r+p+a+n+s,partners,FALSE,,,rpans,1,,,,r,,,p,,a,n,s,,p,a,r,,r,p,a,n,s,,,,+,,,,,,Keep,partners
899,u+e+g+d+b+t,budget,FALSE,,,uegdbt,0,,u,,e,,g,d,b,t,,,,b,u,d,,u,e,g,d,b,t,,,+,,,,,,Keep,budget
900,r+d+a,rated,FALSE,,,rda,0,,,,r,,,d,,a,,,,r,a,t,,r,d,a,,,,,,+,,,,,,Keep,rated
901,u+i+e+g+d+s,guides,FALSE,,,uiegds,0,,u,i,e,,g,d,,,,s,,g,u,i,,u,i,e,g,d,s,,,+,,,,,,Keep,guides
902,u+e+c+s,success,FALSE,,,uecs,1,,u,,e,c,,,,,,s,,s,u,c,,u,e,c,s,,,,,+,,,,,,Keep,success
903,u+i+m+x+a,maximum,FALSE,,,uimxa,0,,u,i,,m,,,x,a,,,,m,a,x,,u,i,m,x,a,,,,+,,,,,,Keep,maximum
904,o+e+p+a+n,operation,FALSE,,,oepan,0,,,o,e,,,p,,a,n,,,o,p,e,,o,e,p,a,n,,,,+,,,,,,Keep,operation
905,i+e+g+x+t+n+s,existing,FALSE,,,iegxtns,0,,,i,e,,g,,x,t,n,s,,e,x,i,,i,e,g,x,t,n,s,,+,,,,,,Keep,existing
906,u+i+e+q+t,quite,FALSE,,,uieqt,0,,u,i,e,,,,q,t,,,,q,u,i,,u,i,e,q,t,,,,+,,,,,,Keep,quite
907,e+c+d+t+l+s,selected,FALSE,,,ecdtls,0,,,,e,c,,d,,t,l,s,,s,e,l,,e,c,d,t,l,s,,,+,,,,,,Keep,selected
908,o+m+z+a+n,amazon,FALSE,,,omzan,0,,,o,,m,z,,,a,n,,,a,m,a,,o,m,z,a,n,,,,+,,,,,,Keep,amazon
