Freq,Input,Output (word/lemma),"human
checked",Alt,Ordered,Auto ,conflict,L pinky,L ring,L middle,L index,LT1,LT2,RT1,RT2,R index,R middle,R ring ,R pinky,1st,2nd,3rd,,,,,,,,,,,,,,,,,
1008,,northern,FALSE,,,,969,,,,,,,,,,,,,n,o,r,,,,,,,,,,+,,,,,,Keep,northern
1009,,behind,FALSE,,,,970,,,,,,,,,,,,,b,e,h,,,,,,,,,,+,,,,,,Keep,behind
1010,,panel,FALSE,,,,971,,,,,,,,,,,,,p,a,n,,,,,,,,,,+,,,,,,Keep,panel
1011,,floor,FALSE,,,,972,,,,,,,,,,,,,f,l,o,,,,,,,,,,+,,,,,,Keep,floor
1012,,german,FALSE,,,,973,,,,,,,,,,,,,g,e,r,,,,,,,,,,+,,,,,,Keep,german
1013,,buying,FALSE,,,,974,,,,,,,,,,,,,b,u,y,,,,,,,,,,+,,,,,,Keep,buying
1014,,match,FALSE,,,,975,,,,,,,,,,,,,m,a,t,,,,,,,,,,+,,,,,,Keep,match
1015,,proposed,FALSE,,,,976,,,,,,,,,,,,,p,r,o,,,,,,,,,,+,,,,,,Keep,proposed
1016,,default,FALSE,,,,977,,,,,,,,,,,,,d,e,f,,,,,,,,,,+,,,,,,Keep,default
1017,,require,FALSE,,,,978,,,,,,,,,,,,,r,e,q,,,,,,,,,,+,,,,,,Keep,require
1018,,outdoor,FALSE,,,,979,,,,,,,,,,,,,o,u,t,,,,,,,,,,+,,,,,,Keep,outdoor
1019,,morning,FALSE,,,,980,,,,,,,,,,,,,m,o,r,,,,,,,,,,+,,,,,,Keep,morning
1020,,otherwise,FALSE,,,,981,,,,,,,,,,,,,o,t,h,,,,,,,,,,+,,,,,,Keep,otherwise
1021,,allows,FALSE,,,,982,,,,,,,,,,,,,a,l,l,,,,,,,,,,+,,,,,,Keep,allows
1022,,protein,FALSE,,,,983,,,,,,,,,,,,,p,r,o,,,,,,,,,,+,,,,,,Keep,protein
1023,,plant,FALSE,,,,984,,,,,,,,,,,,,p,l,a,,,,,,,,,,+,,,,,,Keep,plant
1024,,reported,FALSE,,,,985,,,,,,,,,,,,,r,e,p,,,,,,,,,,+,,,,,,Keep,reported
1025,,transportation,FALSE,,,,986,,,,,,,,,,,,,t,r,a,,,,,,,,,,+,,,,,,Keep,transportation
1026,,politics,FALSE,,,,987,,,,,,,,,,,,,p,o,l,,,,,,,,,,+,,,,,,Keep,politics
1027,,partner,FALSE,,,,988,,,,,,,,,,,,,p,a,r,,,,,,,,,,+,,,,,,Keep,partner
1028,,disclaimer,FALSE,,,,989,,,,,,,,,,,,,d,i,s,,,,,,,,,,+,,,,,,Keep,disclaimer
1029,,authors,FALSE,,,,990,,,,,,,,,,,,,a,u,t,,,,,,,,,,+,,,,,,Keep,authors
1030,,boards,FALSE,,,,991,,,,,,,,,,,,,b,o,a,,,,,,,,,,+,,,,,,Keep,boards
1031,,faculty,FALSE,,,,992,,,,,,,,,,,,,f,a,c,,,,,,,,,,+,,,,,,Keep,faculty
1032,,parties,FALSE,,,,993,,,,,,,,,,,,,p,a,r,,,,,,,,,,+,,,,,,Keep,parties
1033,,membership,FALSE,,,,994,,,,,,,,,,,,,m,e,m,,,,,,,,,,+,,,,,,Keep,membership
1034,,mission,FALSE,,,,995,,,,,,,,,,,,,m,i,s,,,,,,,,,,+,,,,,,Keep,mission
1035,,string,FALSE,,,,996,,,,,,,,,,,,,s,t,r,,,,,,,,,,+,,,,,,Keep,string
1036,,sense,FALSE,,,,997,,,,,,,,,,,,,s,e,n,,,,,,,,,,+,,,,,,Keep,sense
1037,,modified,FALSE,,,,998,,,,,,,,,,,,,m,o,d,,,,,,,,,,+,,,,,,Keep,modified
1038,,released,FALSE,,,,999,,,,,,,,,,,,,r,e,l,,,,,,,,,,+,,,,,,Keep,released
1039,,stage,FALSE,,,,1000,,,,,,,,,,,,,s,t,a,,,,,,,,,,+,,,,,,Keep,stage
1040,,internal,FALSE,,,,1001,,,,,,,,,,,,,i,n,t,,,,,,,,,,+,,,,,,Keep,internal
1041,,goods,FALSE,,,,1002,,,,,,,,,,,,,g,o,o,,,,,,,,,,+,,,,,,Keep,goods
1042,,recommended,FALSE,,,,1003,,,,,,,,,,,,,r,e,c,,,,,,,,,,+,,,,,,Keep,recommended
1043,,unless,FALSE,,,,1004,,,,,,,,,,,,,u,n,l,,,,,,,,,,+,,,,,,Keep,unless
1044,,richard,FALSE,,,,1005,,,,,,,,,,,,,r,i,c,,,,,,,,,,+,,,,,,Keep,richard
1045,,detailed,FALSE,,,,1006,,,,,,,,,,,,,d,e,t,,,,,,,,,,+,,,,,,Keep,detailed
1046,,japanese,FALSE,,,,1007,,,,,,,,,,,,,j,a,p,,,,,,,,,,+,,,,,,Keep,japanese
1047,,approved,FALSE,,,,1008,,,,,,,,,,,,,a,p,p,,,,,,,,,,+,,,,,,Keep,approved
1048,,background,FALSE,,,,1009,,,,,,,,,,,,,b,a,c,,,,,,,,,,+,,,,,,Keep,background
1049,,target,FALSE,,,,1010,,,,,,,,,,,,,t,a,r,,,,,,,,,,+,,,,,,Keep,target
1050,,except,FALSE,,,,1011,,,,,,,,,,,,,e,x,c,,,,,,,,,,+,,,,,,Keep,except
1051,,character,FALSE,,,,1012,,,,,,,,,,,,,c,h,a,,,,,,,,,,+,,,,,,Keep,character
1052,,maintenance,FALSE,,,,1013,,,,,,,,,,,,,m,a,i,,,,,,,,,,+,,,,,,Keep,maintenance
1053,,ability,FALSE,,,,1014,,,,,,,,,,,,,a,b,i,,,,,,,,,,+,,,,,,Keep,ability
1054,,maybe,FALSE,,,,1015,,,,,,,,,,,,,m,a,y,,,,,,,,,,+,,,,,,Keep,maybe
1055,,functions,FALSE,,,,1016,,,,,,,,,,,,,f,u,n,,,,,,,,,,+,,,,,,Keep,functions
1056,,moving,FALSE,,,,1017,,,,,,,,,,,,,m,o,v,,,,,,,,,,+,,,,,,Keep,moving
1057,,brands,FALSE,,,,1018,,,,,,,,,,,,,b,r,a,,,,,,,,,,+,,,,,,Keep,brands
1058,,places,FALSE,,,,1019,,,,,,,,,,,,,p,l,a,,,,,,,,,,+,,,,,,Keep,places
1059,,pretty,FALSE,,,,1020,,,,,,,,,,,,,p,r,e,,,,,,,,,,+,,,,,,Keep,pretty
1060,,trademarks,FALSE,,,,1021,,,,,,,,,,,,,t,r,a,,,,,,,,,,+,,,,,,Keep,trademarks
1061,,phentermine,FALSE,,,,1022,,,,,,,,,,,,,p,h,e,,,,,,,,,,+,,,,,,Keep,phentermine
1062,,spain,FALSE,,,,1023,,,,,,,,,,,,,s,p,a,,,,,,,,,,+,,,,,,Keep,spain
1063,,southern,FALSE,,,,1024,,,,,,,,,,,,,s,o,u,,,,,,,,,,+,,,,,,Keep,southern
1064,,yourself,FALSE,,,,1025,,,,,,,,,,,,,y,o,u,,,,,,,,,,+,,,,,,Keep,yourself
1065,,winter,FALSE,,,,1026,,,,,,,,,,,,,w,i,n,,,,,,,,,,+,,,,,,Keep,winter
1066,,battery,FALSE,,,,1027,,,,,,,,,,,,,b,a,t,,,,,,,,,,+,,,,,,Keep,battery
1067,,youth,FALSE,,,,1028,,,,,,,,,,,,,y,o,u,,,,,,,,,,+,,,,,,Keep,youth
1068,,pressure,FALSE,,,,1029,,,,,,,,,,,,,p,r,e,,,,,,,,,,+,,,,,,Keep,pressure
1069,,submitted,FALSE,,,,1030,,,,,,,,,,,,,s,u,b,,,,,,,,,,+,,,,,,Keep,submitted
1070,,boston,FALSE,,,,1031,,,,,,,,,,,,,b,o,s,,,,,,,,,,+,,,,,,Keep,boston
1071,,keywords,FALSE,,,,1032,,,,,,,,,,,,,k,e,y,,,,,,,,,,+,,,,,,Keep,keywords
1072,,medium,FALSE,,,,1033,,,,,,,,,,,,,m,e,d,,,,,,,,,,+,,,,,,Keep,medium
1073,,television,FALSE,,,,1034,,,,,,,,,,,,,t,e,l,,,,,,,,,,+,,,,,,Keep,television
1074,,interested,FALSE,,,,1035,,,,,,,,,,,,,i,n,t,,,,,,,,,,+,,,,,,Keep,interested
1075,,break,FALSE,,,,1036,,,,,,,,,,,,,b,r,e,,,,,,,,,,+,,,,,,Keep,break
1078,,dance,FALSE,,,,1037,,,,,,,,,,,,,d,a,n,,,,,,,,,,+,,,,,,Keep,dance
1079,,itself,FALSE,,,,1038,,,,,,,,,,,,,i,t,s,,,,,,,,,,+,,,,,,Keep,itself
1080,,defined,FALSE,,,,1039,,,,,,,,,,,,,d,e,f,,,,,,,,,,+,,,,,,Keep,defined
1082,,playing,FALSE,,,,1040,,,,,,,,,,,,,p,l,a,,,,,,,,,,+,,,,,,Keep,playing
1083,,awards,FALSE,,,,1041,,,,,,,,,,,,,a,w,a,,,,,,,,,,+,,,,,,Keep,awards
1084,,studio,FALSE,,,,1042,,,,,,,,,,,,,s,t,u,,,,,,,,,,+,,,,,,Keep,studio
1086,,virtual,FALSE,,,,1043,,,,,,,,,,,,,v,i,r,,,,,,,,,,+,,,,,,Keep,virtual
1087,,device,FALSE,,,,1044,,,,,,,,,,,,,d,e,v,,,,,,,,,,+,,,,,,Keep,device
1088,,established,FALSE,,,,1045,,,,,,,,,,,,,e,s,t,,,,,,,,,,+,,,,,,Keep,established
1090,,remote,FALSE,,,,1046,,,,,,,,,,,,,r,e,m,,,,,,,,,,+,,,,,,Keep,remote
1091,,programming,FALSE,,,,1047,,,,,,,,,,,,,p,r,o,,,,,,,,,,+,,,,,,Keep,programming
1092,,external,FALSE,,,,1048,,,,,,,,,,,,,e,x,t,,,,,,,,,,+,,,,,,Keep,external
1093,,apple,FALSE,,,,1049,,,,,,,,,,,,,a,p,p,,,,,,,,,,+,,,,,,Keep,apple
1095,,instructions,FALSE,,,,1050,,,,,,,,,,,,,i,n,s,,,,,,,,,,+,,,,,,Keep,instructions
1097,,theory,FALSE,,,,1051,,,,,,,,,,,,,t,h,e,,,,,,,,,,+,,,,,,Keep,theory
1098,,enjoy,FALSE,,,,1052,,,,,,,,,,,,,e,n,j,,,,,,,,,,+,,,,,,Keep,enjoy
1099,,remove,FALSE,,,,1053,,,,,,,,,,,,,r,e,m,,,,,,,,,,+,,,,,,Keep,remove
1100,,surface,FALSE,,,,1054,,,,,,,,,,,,,s,u,r,,,,,,,,,,+,,,,,,Keep,surface
1101,,minimum,FALSE,,,,1055,,,,,,,,,,,,,m,i,n,,,,,,,,,,+,,,,,,Keep,minimum
1102,,visual,FALSE,,,,1056,,,,,,,,,,,,,v,i,s,,,,,,,,,,+,,,,,,Keep,visual
1103,,variety,FALSE,,,,1057,,,,,,,,,,,,,v,a,r,,,,,,,,,,+,,,,,,Keep,variety
1104,,teachers,FALSE,,,,1058,,,,,,,,,,,,,t,e,a,,,,,,,,,,+,,,,,,Keep,teachers
1105,,martin,FALSE,,,,1059,,,,,,,,,,,,,m,a,r,,,,,,,,,,+,,,,,,Keep,martin
1106,,manual,FALSE,,,,1060,,,,,,,,,,,,,m,a,n,,,,,,,,,,+,,,,,,Keep,manual
1107,,block,FALSE,,,,1061,,,,,,,,,,,,,b,l,o,,,,,,,,,,+,,,,,,Keep,block
